date_added,company,segment,priority,decision_maker_role,website,contact_page,email_or_route,suburb_focus,status,next_action
2026-02-26,CBRE Australia,Property Services,Tier1,Facilities Manager,https://www.cbre.com.au,https://www.cbre.com.au/about-us/contact-us,enquiries@cbre.com.au,Sydney CBD,new,Find named contact on LinkedIn/company page; draft personalized outreach
2026-02-26,Knight Frank NSW Office Leasing,Broker,Tier2,Operations Manager,https://www.knightfrank.com.au,https://www.knightfrank.com.au/contact-us,officeleasing@au.knightfrank.com,Sydney CBD,new,Find named contact on LinkedIn/company page; draft personalized outreach
2026-02-26,CBRE Sydney Office Leasing,Broker,Tier2,Director Office Leasing,https://www.cbre.com.au,https://www.cbre.com.au/about-us/contact-us,sydneyleasing@cbre.com.au,Sydney CBD,new,Find named contact on LinkedIn/company page; draft personalized outreach
2026-02-26,CBRE Sydney Office Leasing,Broker,Tier2,Leasing Manager,https://www.cbre.com.au,https://www.cbre.com.au/about-us/contact-us,sydneyleasing@cbre.com.au,Sydney CBD,new,Find named contact on LinkedIn/company page; draft personalized outreach
2026-02-26,CBRE Sydney Office Leasing,Broker,Tier2,Head of Tenant Services,https://www.cbre.com.au,https://www.cbre.com.au/about-us/contact-us,sydneyleasing@cbre.com.au,Sydney CBD,new,Find named contact on LinkedIn/company page; draft personalized outreach
2026-02-26,CBRE Sydney Office Leasing,Broker,Tier2,Property Services Lead,https://www.cbre.com.au,https://www.cbre.com.au/about-us/contact-us,sydneyleasing@cbre.com.au,Sydney CBD,new,Find named contact on LinkedIn/company page; draft personalized outreach
2026-02-26,CBRE Sydney Office Leasing,Broker,Tier2,Operations Manager,https://www.cbre.com.au,https://www.cbre.com.au/about-us/contact-us,sydneyleasing@cbre.com.au,Sydney CBD,new,Find named contact on LinkedIn/company page; draft personalized outreach
2026-02-26,JLL Sydney Office Leasing,Broker,Tier2,Director Office Leasing,https://www.jll.com.au,https://www.jll.com.au/en/contact-us,officeleasing.sydney@au.jll.com,Sydney CBD,new,Find named contact on LinkedIn/company page; draft personalized outreach
2026-02-26,JLL Sydney Office Leasing,Broker,Tier2,Leasing Manager,https://www.jll.com.au,https://www.jll.com.au/en/contact-us,officeleasing.sydney@au.jll.com,Sydney CBD,new,Find named contact on LinkedIn/company page; draft personalized outreach
2026-02-26,JLL Sydney Office Leasing,Broker,Tier2,Head of Tenant Services,https://www.jll.com.au,https://www.jll.com.au/en/contact-us,officeleasing.sydney@au.jll.com,Sydney CBD,new,Find named contact on LinkedIn/company page; draft personalized outreach
2026-02-26,JLL Sydney Office Leasing,Broker,Tier2,Property Services Lead,https://www.jll.com.au,https://www.jll.com.au/en/contact-us,officeleasing.sydney@au.jll.com,Sydney CBD,new,Find named contact on LinkedIn/company page; draft personalized outreach
2026-02-26,JLL Sydney Office Leasing,Broker,Tier2,Operations Manager,https://www.jll.com.au,https://www.jll.com.au/en/contact-us,officeleasing.sydney@au.jll.com,Sydney CBD,new,Find named contact on LinkedIn/company page; draft personalized outreach
2026-02-26,Colliers Sydney Office Leasing,Broker,Tier2,Director Office Leasing,https://www.colliers.com/en-au,https://www.colliers.com/en-au/contact,officeleasing.sydney@colliers.com,Sydney CBD,new,Find named contact on LinkedIn/company page; draft personalized outreach
2026-02-26,Colliers Sydney Office Leasing,Broker,Tier2,Leasing Manager,https://www.colliers.com/en-au,https://www.colliers.com/en-au/contact,officeleasing.sydney@colliers.com,Sydney CBD,new,Find named contact on LinkedIn/company page; draft personalized outreach
2026-02-26,Colliers Sydney Office Leasing,Broker,Tier2,Head of Tenant Services,https://www.colliers.com/en-au,https://www.colliers.com/en-au/contact,officeleasing.sydney@colliers.com,Sydney CBD,new,Find named contact on LinkedIn/company page; draft personalized outreach
2026-02-26,Colliers Sydney Office Leasing,Broker,Tier2,Property Services Lead,https://www.colliers.com/en-au,https://www.colliers.com/en-au/contact,officeleasing.sydney@colliers.com,Sydney CBD,new,Find named contact on LinkedIn/company page; draft personalized outreach
2026-02-26,Colliers Sydney Office Leasing,Broker,Tier2,Operations Manager,https://www.colliers.com/en-au,https://www.colliers.com/en-au/contact,officeleasing.sydney@colliers.com,Sydney CBD,new,Find named contact on LinkedIn/company page; draft personalized outreach
2026-02-26,Property Council of Australia,Association,Tier3,Partnerships Manager,https://www.propertycouncil.com.au,https://www.propertycouncil.com.au/contact-us,info@propertycouncil.com.au,Sydney CBD,new,Find named contact on LinkedIn/company page; draft personalized outreach
2026-02-26,Property Council of Australia,Association,Tier3,Membership Manager,https://www.propertycouncil.com.au,https://www.propertycouncil.com.au/contact-us,info@propertycouncil.com.au,Sydney CBD,new,Find named contact on LinkedIn/company page; draft personalized outreach
2026-02-26,Property Council of Australia,Association,Tier3,Events Manager,https://www.propertycouncil.com.au,https://www.propertycouncil.com.au/contact-us,info@propertycouncil.com.au,Sydney CBD,new,Find named contact on LinkedIn/company page; draft personalized outreach
2026-02-26,Property Council of Australia,Association,Tier3,Operations Manager,https://www.propertycouncil.com.au,https://www.propertycouncil.com.au/contact-us,info@propertycouncil.com.au,Sydney CBD,new,Find named contact on LinkedIn/company page; draft personalized outreach
2026-02-26,Property Council of Australia,Association,Tier3,Commercial Manager,https://www.propertycouncil.com.au,https://www.propertycouncil.com.au/contact-us,info@propertycouncil.com.au,Sydney CBD,new,Find named contact on LinkedIn/company page; draft personalized outreach
2026-02-26,BOMA Australia,Association,Tier3,Partnerships Manager,https://www.boma.org.au,https://www.boma.org.au/contact,info@boma.org.au,Sydney CBD,new,Find named contact on LinkedIn/company page; draft personalized outreach
2026-02-26,BOMA Australia,Association,Tier3,Membership Manager,https://www.boma.org.au,https://www.boma.org.au/contact,info@boma.org.au,Sydney CBD,new,Find named contact on LinkedIn/company page; draft personalized outreach
2026-02-26,BOMA Australia,Association,Tier3,Events Manager,https://www.boma.org.au,https://www.boma.org.au/contact,info@boma.org.au,Sydney CBD,new,Find named contact on LinkedIn/company page; draft personalized outreach
2026-02-26,BOMA Australia,Association,Tier3,Operations Manager,https://www.boma.org.au,https://www.boma.org.au/contact,info@boma.org.au,Sydney CBD,new,Find named contact on LinkedIn/company page; draft personalized outreach
2026-02-26,BOMA Australia,Association,Tier3,Commercial Manager,https://www.boma.org.au,https://www.boma.org.au/contact,info@boma.org.au,Sydney CBD,new,Find named contact on LinkedIn/company page; draft personalized outreach
2026-02-26,Strata Choice,Strata,Tier2,Commercial Strata Manager,https://www.stratachoice.com.au,https://www.stratachoice.com.au/contact,info@stratachoice.com.au,Sydney CBD,new,Find named contact on LinkedIn/company page; draft personalized outreach
2026-02-26,Strata Choice,Strata,Tier2,Building Manager,https://www.stratachoice.com.au,https://www.stratachoice.com.au/contact,info@stratachoice.com.au,Sydney CBD,new,Find named contact on LinkedIn/company page; draft personalized outreach
2026-02-26,Strata Choice,Strata,Tier2,Facilities Coordinator,https://www.stratachoice.com.au,https://www.stratachoice.com.au/contact,info@stratachoice.com.au,Sydney CBD,new,Find named contact on LinkedIn/company page; draft personalized outreach
2026-02-26,Strata Choice,Strata,Tier2,Operations Manager,https://www.stratachoice.com.au,https://www.stratachoice.com.au/contact,info@stratachoice.com.au,Sydney CBD,new,Find named contact on LinkedIn/company page; draft personalized outreach
2026-02-26,Strata Choice,Strata,Tier2,Procurement Manager,https://www.stratachoice.com.au,https://www.stratachoice.com.au/contact,info@stratachoice.com.au,Sydney CBD,new,Find named contact on LinkedIn/company page; draft personalized outreach
2026-02-26,Netstrata,Strata,Tier2,Commercial Strata Manager,https://www.netstrata.com.au,https://www.netstrata.com.au/contact-us,info@netstrata.com.au,Sydney CBD,new,Find named contact on LinkedIn/company page; draft personalized outreach
2026-02-26,Netstrata,Strata,Tier2,Building Manager,https://www.netstrata.com.au,https://www.netstrata.com.au/contact-us,info@netstrata.com.au,Sydney CBD,new,Find named contact on LinkedIn/company page; draft personalized outreach
2026-02-26,Netstrata,Strata,Tier2,Facilities Coordinator,https://www.netstrata.com.au,https://www.netstrata.com.au/contact-us,info@netstrata.com.au,Sydney CBD,new,Find named contact on LinkedIn/company page; draft personalized outreach
2026-02-26,Netstrata,Strata,Tier2,Operations Manager,https://www.netstrata.com.au,https://www.netstrata.com.au/contact-us,info@netstrata.com.au,Sydney CBD,new,Find named contact on LinkedIn/company page; draft personalized outreach
2026-02-26,Netstrata,Strata,Tier2,Procurement Manager,https://www.netstrata.com.au,https://www.netstrata.com.au/contact-us,info@netstrata.com.au,Sydney CBD,new,Find named contact on LinkedIn/company page; draft personalized outreach
2026-02-26,PICA Group,Strata,Tier2,Commercial Strata Manager,https://www.picagroup.com.au,https://www.picagroup.com.au/contact-us,info@picagroup.com.au,Sydney CBD,new,Find named contact on LinkedIn/company page; draft personalized outreach
2026-02-26,PICA Group,Strata,Tier2,Building Manager,https://www.picagroup.com.au,https://www.picagroup.com.au/contact-us,info@picagroup.com.au,Sydney CBD,new,Find named contact on LinkedIn/company page; draft personalized outreach
2026-02-26,PICA Group,Strata,Tier2,Facilities Coordinator,https://www.picagroup.com.au,https://www.picagroup.com.au/contact-us,info@picagroup.com.au,Sydney CBD,new,Find named contact on LinkedIn/company page; draft personalized outreach
2026-02-26,PICA Group,Strata,Tier2,Operations Manager,https://www.picagroup.com.au,https://www.picagroup.com.au/contact-us,info@picagroup.com.au,Sydney CBD,new,Find named contact on LinkedIn/company page; draft personalized outreach
2026-02-26,PICA Group,Strata,Tier2,Procurement Manager,https://www.picagroup.com.au,https://www.picagroup.com.au/contact-us,info@picagroup.com.au,Sydney CBD,new,Find named contact on LinkedIn/company page; draft personalized outreach
2026-02-26,Sydney Commercial Cleaning Association leads,Network,Tier3,Operations Manager,https://www.google.com/search?q=sydney+commercial+cleaning+association,,,Sydney CBD,new,Find named contact on LinkedIn/company page; draft personalized outreach
2026-02-26,Sydney Commercial Cleaning Association leads,Network,Tier3,Facilities Manager,https://www.google.com/search?q=sydney+commercial+cleaning+association,,,Sydney CBD,new,Find named contact on LinkedIn/company page; draft personalized outreach
2026-02-26,Sydney Commercial Cleaning Association leads,Network,Tier3,Commercial Manager,https://www.google.com/search?q=sydney+commercial+cleaning+association,,,Sydney CBD,new,Find named contact on LinkedIn/company page; draft personalized outreach
2026-02-26,Sydney Commercial Cleaning Association leads,Network,Tier3,Procurement Manager,https://www.google.com/search?q=sydney+commercial+cleaning+association,,,Sydney CBD,new,Find named contact on LinkedIn/company page; draft personalized outreach
2026-02-26,Sydney Commercial Cleaning Association leads,Network,Tier3,Business Development Manager,https://www.google.com/search?q=sydney+commercial+cleaning+association,,,Sydney CBD,new,Find named contact on LinkedIn/company page; draft personalized outreach
